Round,Accuracy
0,0.0784
1,0.324
2,0.399
3,0.4157
4,0.4291
5,0.4671
6,0.5231
7,0.5405
8,0.5474
9,0.5523
10,0.5643
11,0.5732
12,0.5848
13,0.5986
14,0.611
15,0.6205
16,0.6263
17,0.6238
18,0.6251
19,0.6297
20,0.6386
21,0.6497
22,0.6563
23,0.6567
24,0.6625
25,0.666
26,0.6662
27,0.6705
28,0.6659
29,0.6726
30,0.6683
31,0.6681
32,0.6659
33,0.6736
34,0.678
35,0.6802
36,0.6828
37,0.6888
38,0.6819
39,0.6842
40,0.6886
41,0.6892
42,0.6912
43,0.6937
44,0.6955
45,0.697
46,0.6951
47,0.6938
48,0.6898
49,0.6939
50,0.6974
