Round,Accuracy
0,0.1
1,0.1583
2,0.1761
3,0.2444
4,0.3065
5,0.3145
6,0.2699
7,0.2984
8,0.3059
9,0.3099
10,0.3099
11,0.3054
12,0.3077
13,0.3121
14,0.3102
15,0.3137
16,0.3145
17,0.3164
18,0.315
19,0.316
20,0.3151
21,0.3197
22,0.3161
23,0.3208
24,0.3196
25,0.3075
26,0.3164
27,0.3178
28,0.3211
29,0.3169
30,0.3218
31,0.3175
32,0.3202
33,0.3205
34,0.288
35,0.3188
36,0.3206
37,0.3239
38,0.3221
39,0.3228
40,0.322
41,0.3233
42,0.3232
43,0.3184
44,0.3197
45,0.3214
46,0.3219
47,0.3198
48,0.3214
49,0.3199
50,0.324
