Round,Accuracy
0,0.1
1,0.7106
2,0.7366
3,0.7454
4,0.7463
5,0.7513
6,0.7572
7,0.7586
8,0.7639
9,0.7658
10,0.7549
11,0.7611
12,0.7673
13,0.7603
14,0.7666
15,0.7683
16,0.7644
17,0.7691
18,0.7541
19,0.7633
20,0.7654
21,0.7637
22,0.7613
23,0.7593
24,0.7667
25,0.7653
26,0.7652
27,0.7658
28,0.7649
29,0.7776
30,0.7648
31,0.773
32,0.7624
33,0.7696
34,0.7689
35,0.7613
36,0.7599
37,0.7753
38,0.7623
39,0.7698
40,0.776
41,0.7719
42,0.767
43,0.769
44,0.7705
45,0.7742
46,0.7709
47,0.7707
48,0.7666
49,0.7643
50,0.7639
