Round,Accuracy
0,0.1029
1,0.101
2,0.0958
3,0.1046
4,0.1085
5,0.1032
6,0.0985
7,0.1013
8,0.1009
9,0.1146
10,0.0982
11,0.2028
12,0.1028
13,0.1865
14,0.1791
15,0.098
16,0.1135
17,0.1033
18,0.1453
19,0.1812
20,0.101
21,0.1009
22,0.1029
23,0.2914
24,0.235
25,0.1028
26,0.151
27,0.2317
28,0.2781
29,0.289
30,0.2375
31,0.29
32,0.1574
33,0.3865
34,0.2537
35,0.2463
36,0.3975
37,0.4385
38,0.4323
39,0.4029
40,0.2931
41,0.2254
42,0.3894
43,0.5103
44,0.4279
45,0.423
46,0.4579
47,0.5452
48,0.4926
49,0.4948
50,0.4944
