Round,Accuracy
0,0.1061
1,0.1009
2,0.1004
3,0.1456
4,0.1135
5,0.1995
6,0.1054
7,0.2351
8,0.2321
9,0.1693
10,0.2314
11,0.218
12,0.2718
13,0.391
14,0.276
15,0.3529
16,0.2853
17,0.2965
18,0.215
19,0.2768
20,0.2574
21,0.3213
22,0.2328
23,0.2841
24,0.2807
25,0.3645
26,0.3053
27,0.4706
28,0.4256
29,0.1835
30,0.3518
31,0.3384
32,0.6264
33,0.5235
34,0.5016
35,0.3946
36,0.46
37,0.4933
38,0.4844
39,0.5062
40,0.4333
41,0.4177
42,0.3466
43,0.5332
44,0.6757
45,0.7334
46,0.6862
47,0.5795
48,0.6063
49,0.584
50,0.6665
