Round,Accuracy
0,0.4697
1,0.7649
2,0.7738
3,0.8409
4,0.8379
5,0.7906
6,0.8041
7,0.8107
8,0.7967
9,0.786
10,0.7916
11,0.8222
12,0.8422
13,0.8392
14,0.8185
15,0.79
16,0.8105
17,0.8414
18,0.8465
19,0.8374
20,0.8271
21,0.8353
22,0.8359
23,0.8242
24,0.8022
25,0.8196
26,0.8316
27,0.8329
28,0.815
29,0.8247
30,0.8339
31,0.8287
32,0.8328
33,0.8354
34,0.8391
35,0.829
36,0.8346
37,0.8247
38,0.8254
39,0.8267
40,0.8147
41,0.8242
42,0.8369
43,0.8337
44,0.809
45,0.8127
46,0.8362
47,0.84
48,0.8257
49,0.817
50,0.8586
