Round,Accuracy
0,0.1
1,0.2262
2,0.4059
3,0.4344
4,0.4397
5,0.4299
6,0.4244
7,0.4193
8,0.4143
9,0.4143
10,0.4088
11,0.4084
12,0.4111
13,0.4087
14,0.4067
15,0.4062
16,0.4048
17,0.4006
18,0.4035
19,0.4007
20,0.4022
21,0.3993
22,0.4005
23,0.401
24,0.399
25,0.3993
26,0.3985
27,0.3992
28,0.3969
29,0.3973
30,0.3959
31,0.3955
32,0.3962
33,0.3955
34,0.3949
35,0.3927
36,0.3944
37,0.3943
38,0.3936
39,0.3916
40,0.3915
41,0.3916
42,0.3898
43,0.3914
44,0.3906
45,0.3897
46,0.3912
47,0.3902
48,0.3889
49,0.39
50,0.3896
