Round,Accuracy
0,0.0927
1,0.2515
2,0.563
3,0.6164
4,0.6404
5,0.6564
6,0.6612
7,0.6744
8,0.6815
9,0.6854
10,0.6872
11,0.6892
12,0.693
13,0.6933
14,0.6931
15,0.6971
16,0.6987
17,0.7024
18,0.7005
19,0.7026
20,0.707
21,0.7022
22,0.7034
23,0.7069
24,0.7041
25,0.7055
26,0.7083
27,0.7104
28,0.7091
29,0.7065
30,0.7102
31,0.7064
32,0.709
33,0.7115
34,0.714
35,0.709
36,0.7112
37,0.7118
38,0.7141
39,0.7145
40,0.713
41,0.7147
42,0.7161
43,0.7139
44,0.717
45,0.7161
46,0.712
47,0.7176
48,0.7157
49,0.7192
50,0.7141
