Round,Accuracy
0,0.0995
1,0.3966
2,0.4617
3,0.5086
4,0.4921
5,0.5209
6,0.5244
7,0.5088
8,0.5061
9,0.5109
10,0.5196
11,0.5201
12,0.5173
13,0.5236
14,0.5197
15,0.5196
16,0.5252
17,0.5188
18,0.5221
19,0.5174
20,0.5211
21,0.5036
22,0.5249
23,0.5147
24,0.5221
25,0.4959
26,0.4926
27,0.5045
28,0.5013
29,0.4947
30,0.5082
31,0.5151
32,0.4832
33,0.496
34,0.5005
35,0.5047
36,0.5028
37,0.5044
38,0.5097
39,0.5072
40,0.5091
41,0.5101
42,0.5045
43,0.4978
44,0.4754
45,0.4802
46,0.4594
47,0.4343
48,0.4345
49,0.4617
50,0.477
