Round,Accuracy
0,0.1
1,0.2932
2,0.3498
3,0.3584
4,0.3652
5,0.364
6,0.3704
7,0.3716
8,0.3707
9,0.3745
10,0.3735
11,0.3741
12,0.3755
13,0.3717
14,0.3751
15,0.376
16,0.3765
17,0.3755
18,0.3772
19,0.3754
20,0.372
21,0.3732
22,0.376
23,0.3766
24,0.3758
25,0.3724
26,0.3725
27,0.3743
28,0.3751
29,0.3696
30,0.3687
31,0.3714
32,0.3729
33,0.3689
34,0.3719
35,0.3716
36,0.3713
37,0.3714
38,0.3683
39,0.3674
40,0.3711
41,0.366
42,0.3676
43,0.3687
44,0.362
45,0.3714
46,0.3693
47,0.3682
48,0.3674
49,0.367
50,0.367
