Round,Accuracy
0,0.0637
1,0.6663
2,0.8046
3,0.8497
4,0.8239
5,0.8683
6,0.8472
7,0.8709
8,0.8728
9,0.874
10,0.8784
11,0.8809
12,0.8808
13,0.8809
14,0.8831
15,0.8834
16,0.8839
17,0.8827
18,0.8851
19,0.8856
20,0.8843
21,0.8853
22,0.8059
23,0.8833
24,0.8752
25,0.8778
26,0.8809
27,0.8721
28,0.8835
29,0.8836
30,0.8835
31,0.8843
32,0.8845
33,0.8763
34,0.8804
35,0.851
36,0.8818
37,0.8798
38,0.8817
39,0.8835
40,0.8827
41,0.8826
42,0.8843
43,0.8282
44,0.8783
45,0.8836
46,0.8772
47,0.878
48,0.8829
49,0.8765
50,0.883
