Round,Accuracy
0,0.0779
1,0.2643
2,0.7109
3,0.8475
4,0.8488
5,0.8564
6,0.8688
7,0.847
8,0.8735
9,0.8714
10,0.8808
11,0.8573
12,0.8594
13,0.8751
14,0.869
15,0.8862
16,0.8848
17,0.8867
18,0.8849
19,0.864
20,0.8728
21,0.8863
22,0.8869
23,0.8044
24,0.8802
25,0.8833
26,0.8743
27,0.886
28,0.8606
29,0.8872
30,0.8651
31,0.877
32,0.8768
33,0.8831
34,0.8861
35,0.8861
36,0.8867
37,0.8852
38,0.8857
39,0.8873
40,0.7567
41,0.8722
42,0.8642
43,0.8851
44,0.8864
45,0.8863
46,0.8859
47,0.8861
48,0.8862
49,0.8724
50,0.884
