Round,Accuracy
0,0.0958
1,0.7702
2,0.8439
3,0.8754
4,0.9188
5,0.9433
6,0.959
7,0.9671
8,0.9722
9,0.975
10,0.9772
11,0.9786
12,0.9803
13,0.9812
14,0.9819
15,0.9825
16,0.9831
17,0.9829
18,0.9834
19,0.9835
20,0.9841
21,0.9842
22,0.9844
23,0.9852
24,0.9852
25,0.9855
26,0.9854
27,0.9849
28,0.9856
29,0.986
30,0.9864
31,0.9863
32,0.9867
33,0.9871
34,0.9873
35,0.9874
36,0.9875
37,0.9875
38,0.9876
39,0.9878
40,0.9878
41,0.9877
42,0.9878
43,0.9876
44,0.9878
45,0.988
46,0.988
47,0.9876
48,0.9879
49,0.988
50,0.9883
