Round,Accuracy
0,0.0
1,0.4822
2,0.5017
3,0.5295
4,0.5465
5,0.5606
6,0.571
7,0.5834
8,0.5892
9,0.5963
10,0.5875
11,0.5961
12,0.5959
13,0.5925
14,0.5953
15,0.597
16,0.5877
17,0.5957
18,0.5959
19,0.5813
20,0.5804
21,0.5882
22,0.5817
23,0.5733
24,0.5804
25,0.5766
26,0.5905
27,0.583
28,0.5852
29,0.5791
30,0.5768
31,0.5798
32,0.5798
33,0.574
34,0.5755
35,0.5858
36,0.583
37,0.5854
38,0.5884
39,0.5824
40,0.417
41,0.5473
42,0.5843
43,0.5725
44,0.5858
45,0.5815
46,0.5701
47,0.5822
48,0.5669
49,0.5753
50,0.5819
