Round,Accuracy
0,0.7649
1,0.8287
2,0.6797
3,0.8288
4,0.8245
5,0.8205
6,0.8362
7,0.8334
8,0.8217
9,0.8187
10,0.8173
11,0.8271
12,0.8303
13,0.8362
14,0.84
15,0.831
16,0.8265
17,0.8242
18,0.8224
19,0.8262
20,0.8317
21,0.8248
22,0.8299
23,0.831
24,0.8319
25,0.8317
26,0.831
27,0.8308
28,0.8319
29,0.8277
30,0.8265
31,0.8293
32,0.8299
33,0.829
34,0.8308
35,0.8283
36,0.8247
37,0.8237
38,0.825
39,0.8236
40,0.8205
41,0.821
42,0.8136
43,0.8139
44,0.8168
45,0.8171
46,0.817
47,0.8197
48,0.8201
49,0.8224
50,0.8308
