Round,Accuracy
0,0.0759
1,0.1959
2,0.8176
3,0.8394
4,0.8673
5,0.8717
6,0.8746
7,0.8777
8,0.8794
9,0.8809
10,0.8803
11,0.8804
12,0.8806
13,0.8817
14,0.882
15,0.8808
16,0.8805
17,0.8813
18,0.8803
19,0.8804
20,0.8799
21,0.8807
22,0.8805
23,0.8784
24,0.8801
25,0.8798
26,0.8797
27,0.8795
28,0.8799
29,0.8796
30,0.8789
31,0.8796
32,0.8785
33,0.8801
34,0.8791
35,0.8808
36,0.8794
37,0.8793
38,0.8797
39,0.8524
40,0.878
41,0.8788
42,0.8779
43,0.8791
44,0.8787
45,0.878
46,0.8774
47,0.8715
48,0.8785
49,0.8787
50,0.8779
