Round,Avg Accuracy,Std Accuracy
0,0.1001,0.0001
1,0.7855,0.0191
2,0.8462,0.0052
3,0.8633,0.0047
4,0.8726,0.0042
5,0.8778,0.0034
6,0.8817,0.0025
7,0.8843,0.0024
8,0.8870,0.0044
9,0.8873,0.0033
10,0.8897,0.0014
11,0.8895,0.0036
12,0.8897,0.0020
13,0.8897,0.0023
14,0.8898,0.0016
15,0.8908,0.0012
16,0.8910,0.0017
17,0.8909,0.0021
18,0.8916,0.0015
19,0.8919,0.0009
20,0.8918,0.0010
21,0.8928,0.0012
22,0.8924,0.0010
23,0.8923,0.0018
24,0.8926,0.0011
25,0.8927,0.0011
26,0.8928,0.0012
27,0.8934,0.0011
28,0.8942,0.0019
29,0.8935,0.0019
30,0.8933,0.0016
31,0.8933,0.0013
32,0.8938,0.0020
33,0.8934,0.0016
34,0.8945,0.0018
35,0.8940,0.0019
36,0.8935,0.0014
37,0.8940,0.0018
38,0.8942,0.0027
39,0.8937,0.0024
40,0.8947,0.0019
41,0.8939,0.0025
42,0.8944,0.0026
43,0.8944,0.0027
44,0.8947,0.0025
45,0.8942,0.0030
46,0.8942,0.0022
47,0.8951,0.0031
48,0.8936,0.0029
49,0.8937,0.0029
50,0.8927,0.0023
