Round,Accuracy
0,0.0676
1,0.317
2,0.4654
3,0.5764
4,0.5929
5,0.4746
6,0.5358
7,0.6137
8,0.598
9,0.5629
10,0.5391
11,0.519
12,0.5175
13,0.516
14,0.5326
15,0.5693
16,0.5778
17,0.5908
18,0.5795
19,0.5797
20,0.5891
21,0.5867
22,0.5722
23,0.5557
24,0.5411
25,0.536
26,0.5236
27,0.5157
28,0.5219
29,0.5452
30,0.5582
31,0.548
32,0.5397
33,0.5503
34,0.5396
35,0.5297
36,0.5366
37,0.5457
38,0.5594
39,0.5757
40,0.592
41,0.5898
42,0.5767
43,0.583
44,0.6004
45,0.6017
46,0.6016
47,0.5878
48,0.5715
49,0.5679
50,0.5839
