Round,Accuracy
0,0.1
1,0.4987
2,0.6793
3,0.804
4,0.8275
5,0.8428
6,0.8509
7,0.8506
8,0.8552
9,0.8574
10,0.8554
11,0.8578
12,0.8617
13,0.8621
14,0.8619
15,0.8632
16,0.8627
17,0.8654
18,0.8645
19,0.8653
20,0.8657
21,0.8649
22,0.8671
23,0.8658
24,0.8682
25,0.8675
26,0.8671
27,0.8664
28,0.8659
29,0.8722
30,0.8686
31,0.8701
32,0.8682
33,0.871
34,0.8691
35,0.8715
36,0.8686
37,0.871
38,0.8712
39,0.8715
40,0.8701
41,0.8722
42,0.8711
43,0.8703
44,0.8729
45,0.8733
46,0.8689
47,0.8728
48,0.8663
49,0.8702
50,0.8701
