Round,Accuracy
0,0.1024
1,0.4822
2,0.3146
3,0.491
4,0.1518
5,0.4849
6,0.1994
7,0.5054
8,0.2045
9,0.4989
10,0.2118
11,0.5065
12,0.277
13,0.5
14,0.2776
15,0.4963
16,0.2548
17,0.5039
18,0.2817
19,0.5174
20,0.3052
21,0.5131
22,0.2985
23,0.5226
24,0.32
25,0.5271
26,0.3351
27,0.5252
28,0.3241
29,0.5254
30,0.3671
31,0.5254
32,0.3751
33,0.5292
34,0.3335
35,0.5299
36,0.3426
37,0.526
38,0.3849
39,0.5327
40,0.38
41,0.5288
42,0.3725
43,0.5301
44,0.392
45,0.5318
46,0.44
47,0.5288
48,0.4613
49,0.5043
50,0.4738
