Round,Accuracy
0,0.1029
1,0.296
2,0.3286
3,0.5834
4,0.7017
5,0.7494
6,0.7811
7,0.7966
8,0.8124
9,0.813
10,0.8128
11,0.829
12,0.8241
13,0.8333
14,0.8282
15,0.838
16,0.8341
17,0.8387
18,0.8358
19,0.8356
20,0.8389
21,0.8308
22,0.8378
23,0.8393
24,0.8381
25,0.8303
26,0.8308
27,0.8274
28,0.8381
29,0.8313
30,0.8373
31,0.8401
32,0.8356
33,0.8357
34,0.8382
35,0.8438
36,0.845
37,0.8375
38,0.8403
39,0.8304
40,0.8323
41,0.8327
42,0.8293
43,0.8246
44,0.8269
45,0.8308
46,0.8307
47,0.8243
48,0.8416
49,0.8201
50,0.8436
