Round,Accuracy
0,0.1024
1,0.4822
2,0.4822
3,0.4983
4,0.529
5,0.5303
6,0.5417
7,0.5572
8,0.5583
9,0.5514
10,0.5561
11,0.5275
12,0.5611
13,0.5445
14,0.491
15,0.4839
16,0.5527
17,0.5153
18,0.5527
19,0.5194
20,0.5523
21,0.5181
22,0.5497
23,0.5415
24,0.5514
25,0.5445
26,0.5406
27,0.5299
28,0.5477
29,0.5445
30,0.5406
31,0.5452
32,0.5413
33,0.5441
34,0.5353
35,0.5422
36,0.5419
37,0.5428
38,0.5473
39,0.5426
40,0.5394
41,0.5426
42,0.5508
43,0.5458
44,0.5499
45,0.5434
46,0.5432
47,0.5447
48,0.5422
49,0.5415
50,0.5465
