Round,Accuracy
0,0.1135
1,0.44
2,0.7862
3,0.9497
4,0.97
5,0.9774
6,0.9816
7,0.984
8,0.9864
9,0.9886
10,0.9899
11,0.9905
12,0.9901
13,0.9889
14,0.9878
15,0.9882
16,0.9882
17,0.9888
18,0.989
19,0.9899
20,0.9906
21,0.9909
22,0.9912
23,0.9905
24,0.9906
25,0.9903
26,0.99
27,0.9903
28,0.9901
29,0.9902
30,0.9903
31,0.9906
32,0.9912
33,0.9915
34,0.9914
35,0.9916
36,0.9913
37,0.9912
38,0.9907
39,0.9904
40,0.9905
41,0.9904
42,0.9904
43,0.9902
44,0.9903
45,0.9905
46,0.9906
47,0.9909
48,0.9915
49,0.9914
50,0.9915
