Round,Accuracy
0,0.4822
1,0.4822
2,0.1834
3,0.4822
4,0.4791
5,0.4822
6,0.2194
7,0.4822
8,0.2017
9,0.4822
10,0.2366
11,0.4822
12,0.4817
13,0.4824
14,0.2963
15,0.4826
16,0.3652
17,0.4826
18,0.4675
19,0.4856
20,0.4594
21,0.4886
22,0.4114
23,0.4888
24,0.3931
25,0.4798
26,0.3477
27,0.4914
28,0.3626
29,0.4981
30,0.3643
31,0.4908
32,0.3563
33,0.4942
34,0.3234
35,0.4875
36,0.3424
37,0.4882
38,0.3869
39,0.4942
40,0.4133
41,0.4991
42,0.4166
43,0.4951
44,0.4157
45,0.491
46,0.4282
47,0.494
48,0.4523
49,0.5009
50,0.50
