Round,Accuracy
0,0.0997
1,0.7769
2,0.8054
3,0.7786
4,0.7802
5,0.7549
6,0.757
7,0.7454
8,0.7392
9,0.7258
10,0.7208
11,0.7321
12,0.7176
13,0.7203
14,0.7173
15,0.7159
16,0.7252
17,0.7219
18,0.7201
19,0.7294
20,0.7284
21,0.7212
22,0.7067
23,0.698
24,0.6794
25,0.6786
26,0.6514
27,0.6513
28,0.6423
29,0.6514
30,0.6245
31,0.6216
32,0.6202
33,0.6197
34,0.6104
35,0.6206
36,0.6137
37,0.6302
38,0.6248
39,0.627
40,0.6266
41,0.6366
42,0.6602
43,0.6616
44,0.6576
45,0.6434
46,0.6398
47,0.6362
48,0.6295
49,0.6106
50,0.6155
