Round,Accuracy
0,0.1
1,0.6977
2,0.7583
3,0.788
4,0.8041
5,0.814
6,0.8197
7,0.8261
8,0.8296
9,0.8304
10,0.8317
11,0.8339
12,0.8344
13,0.8372
14,0.8352
15,0.8363
16,0.8376
17,0.8364
18,0.8365
19,0.8387
20,0.8383
21,0.8393
22,0.8386
23,0.8407
24,0.8409
25,0.8406
26,0.8403
27,0.8441
28,0.8423
29,0.8421
30,0.8448
31,0.8422
32,0.8424
33,0.8432
34,0.8448
35,0.8406
36,0.844
37,0.846
38,0.8442
39,0.8401
40,0.8425
41,0.8431
42,0.8435
43,0.8479
44,0.8441
45,0.8443
46,0.8446
47,0.8449
48,0.8439
49,0.8425
50,0.8435
