Round,Accuracy
0,0.7649
1,0.8348
2,0.8394
3,0.8503
4,0.8455
5,0.8234
6,0.8426
7,0.856
8,0.8486
9,0.85
10,0.8514
11,0.852
12,0.8534
13,0.8521
14,0.8529
15,0.8546
16,0.852
17,0.8488
18,0.8469
19,0.8431
20,0.8412
21,0.8408
22,0.8412
23,0.8411
24,0.8382
25,0.8376
26,0.8391
27,0.8385
28,0.8345
29,0.8372
30,0.8396
31,0.8412
32,0.8405
33,0.8417
34,0.8402
35,0.8374
36,0.8334
37,0.8326
38,0.8329
39,0.8323
40,0.831
41,0.8291
42,0.8357
43,0.8369
44,0.8342
45,0.829
46,0.8276
47,0.8313
48,0.8303
49,0.834
50,0.8351
