Round,Avg Accuracy,Std Accuracy
0,0.1040,0.0056
1,0.0949,0.0068
2,0.1275,0.0206
3,0.1825,0.0107
4,0.2111,0.0133
5,0.2249,0.0088
6,0.2447,0.0061
7,0.2489,0.0064
8,0.2572,0.0047
9,0.2565,0.0059
10,0.2599,0.0079
11,0.2593,0.0098
12,0.2595,0.0079
13,0.2583,0.0099
14,0.2538,0.0107
15,0.2545,0.0135
16,0.2428,0.0205
17,0.2486,0.0159
18,0.2423,0.0229
19,0.2517,0.0172
20,0.2450,0.0229
21,0.2505,0.0153
22,0.2437,0.0241
23,0.2532,0.0181
24,0.2489,0.0216
25,0.2580,0.0156
26,0.2496,0.0182
27,0.2594,0.0145
28,0.2476,0.0141
29,0.2548,0.0131
30,0.2502,0.0098
31,0.2575,0.0117
32,0.2511,0.0047
33,0.2578,0.0120
34,0.2499,0.0103
35,0.2565,0.0150
36,0.2526,0.0078
37,0.2562,0.0126
38,0.2518,0.0080
39,0.2603,0.0109
40,0.2573,0.0089
41,0.2543,0.0130
42,0.2592,0.0082
43,0.2584,0.0135
44,0.2568,0.0074
45,0.2601,0.0103
46,0.2546,0.0105
47,0.2631,0.0083
48,0.2541,0.0102
49,0.2588,0.0103
50,0.2534,0.0133
