Round,Avg Accuracy,Std Accuracy
0,0.1000,0.0000
1,0.1030,0.0042
2,0.1124,0.0024
3,0.1579,0.0147
4,0.2211,0.0076
5,0.2286,0.0108
6,0.2560,0.0119
7,0.2637,0.0046
8,0.2740,0.0037
9,0.2735,0.0094
10,0.2745,0.0056
11,0.2801,0.0080
12,0.2752,0.0073
13,0.2798,0.0078
14,0.2754,0.0091
15,0.2814,0.0057
16,0.2742,0.0121
17,0.2810,0.0045
18,0.2751,0.0094
19,0.2826,0.0049
20,0.2695,0.0150
21,0.2853,0.0059
22,0.2689,0.0177
23,0.2877,0.0047
24,0.2690,0.0152
25,0.2840,0.0002
26,0.2713,0.0104
27,0.2869,0.0027
28,0.2664,0.0142
29,0.2861,0.0041
30,0.2677,0.0088
31,0.2905,0.0014
32,0.2712,0.0078
33,0.2909,0.0022
34,0.2733,0.0054
35,0.2918,0.0007
36,0.2749,0.0040
37,0.2903,0.0020
38,0.2753,0.0043
39,0.2923,0.0011
40,0.2730,0.0065
41,0.2909,0.0024
42,0.2719,0.0122
43,0.2914,0.0023
44,0.2731,0.0060
45,0.2921,0.0036
46,0.2751,0.0070
47,0.2912,0.0041
48,0.2734,0.0125
49,0.2949,0.0014
50,0.2755,0.0079
