Round,Accuracy
0,0.0999
1,0.1333
2,0.1367
3,0.3133
4,0.3866
5,0.4359
6,0.4614
7,0.498
8,0.5002
9,0.5145
10,0.515
11,0.5291
12,0.4872
13,0.5558
14,0.5486
15,0.5573
16,0.5508
17,0.5711
18,0.5851
19,0.5932
20,0.5487
21,0.5775
22,0.591
23,0.6033
24,0.6047
25,0.6092
26,0.5586
27,0.5907
28,0.5996
29,0.6164
30,0.6153
31,0.6072
32,0.6103
33,0.6022
34,0.6121
35,0.6175
36,0.6242
37,0.6152
38,0.6243
39,0.6202
40,0.6233
41,0.6185
42,0.6234
43,0.6127
44,0.6265
45,0.6225
46,0.6303
47,0.6244
48,0.6334
49,0.6263
50,0.6359
