Round,Accuracy
0,0.1
1,0.7183
2,0.774
3,0.799
4,0.8097
5,0.8149
6,0.8227
7,0.8206
8,0.8261
9,0.8317
10,0.8327
11,0.8366
12,0.8385
13,0.8402
14,0.8365
15,0.8416
16,0.8411
17,0.8391
18,0.8425
19,0.8419
20,0.8448
21,0.8399
22,0.8443
23,0.8427
24,0.8457
25,0.8446
26,0.8441
27,0.8468
28,0.847
29,0.8468
30,0.8457
31,0.8476
32,0.8468
33,0.8457
34,0.8472
35,0.8486
36,0.8469
37,0.8467
38,0.8479
39,0.8488
40,0.8481
41,0.8474
42,0.8467
43,0.8479
44,0.8478
45,0.8494
46,0.8468
47,0.8461
48,0.8462
49,0.8487
50,0.8484
