Round,Accuracy
0,0.1
1,0.6999
2,0.8281
3,0.8514
4,0.8633
5,0.8708
6,0.8754
7,0.8791
8,0.8809
9,0.8821
10,0.8833
11,0.8852
12,0.8861
13,0.8858
14,0.8862
15,0.8871
16,0.8866
17,0.8857
18,0.8846
19,0.8861
20,0.8857
21,0.8854
22,0.8862
23,0.8858
24,0.886
25,0.8865
26,0.8862
27,0.886
28,0.8874
29,0.8865
30,0.8878
31,0.8866
32,0.886
33,0.8863
34,0.8874
35,0.887
36,0.8877
37,0.8867
38,0.8895
39,0.8878
40,0.8869
41,0.8871
42,0.8873
43,0.8881
44,0.8874
45,0.8876
46,0.8866
47,0.8877
48,0.8874
49,0.8884
50,0.8872
