Round,Accuracy
0,0.1959
1,0.1959
2,0.2762
3,0.653
4,0.7088
5,0.7008
6,0.7014
7,0.7074
8,0.7082
9,0.712
10,0.7141
11,0.7158
12,0.7237
13,0.7159
14,0.7109
15,0.7203
16,0.7159
17,0.7205
18,0.7166
19,0.7045
20,0.7029
21,0.7115
22,0.7151
23,0.7206
24,0.7197
25,0.7086
26,0.7072
27,0.6981
28,0.7256
29,0.7099
30,0.7127
31,0.6974
32,0.7113
33,0.7179
34,0.696
35,0.706
36,0.7064
37,0.7017
38,0.7003
39,0.6994
40,0.6857
41,0.7084
42,0.6998
43,0.7015
44,0.6754
45,0.6746
46,0.6741
47,0.6886
48,0.6988
49,0.6906
50,0.6966
