Round,Accuracy
0,0.083
1,0.1126
2,0.1948
3,0.2097
4,0.2124
5,0.1981
6,0.1909
7,0.2117
8,0.2242
9,0.2188
10,0.2014
11,0.19
12,0.1899
13,0.196
14,0.1953
15,0.1859
16,0.1844
17,0.173
18,0.1751
19,0.1759
20,0.1857
21,0.1939
22,0.2086
23,0.2143
24,0.221
25,0.2061
26,0.1918
27,0.1893
28,0.1981
29,0.1981
30,0.1951
31,0.1991
32,0.2101
33,0.2299
34,0.2396
35,0.2477
36,0.2485
37,0.2465
38,0.2335
39,0.2192
40,0.2169
41,0.2258
42,0.2338
43,0.2388
44,0.2479
45,0.2612
46,0.2723
47,0.2715
48,0.2589
49,0.2509
50,0.2416
