Round,Accuracy
0,0.1
1,0.1141
2,0.324
3,0.4092
4,0.4464
5,0.4961
6,0.4959
7,0.5249
8,0.5319
9,0.5332
10,0.5409
11,0.5579
12,0.5574
13,0.5489
14,0.5729
15,0.5825
16,0.5811
17,0.5864
18,0.5714
19,0.5945
20,0.5922
21,0.5929
22,0.5983
23,0.6002
24,0.6035
25,0.5924
26,0.6053
27,0.5843
28,0.6067
29,0.6085
30,0.6064
31,0.6049
32,0.6102
33,0.6218
34,0.6178
35,0.6238
36,0.6255
37,0.6257
38,0.6219
39,0.6246
40,0.6045
41,0.6261
42,0.6239
43,0.6253
44,0.6124
45,0.6231
46,0.6303
47,0.6274
48,0.6253
49,0.6231
50,0.6205
