Round,Accuracy
0,0.0112
1,0.3105
2,0.4518
3,0.4329
4,0.4368
5,0.4673
6,0.4886
7,0.5086
8,0.517
9,0.5194
10,0.5204
11,0.5209
12,0.5157
13,0.5241
14,0.5271
15,0.5297
16,0.5292
17,0.5288
18,0.5323
19,0.5376
20,0.5381
21,0.5389
22,0.5426
23,0.5452
24,0.5439
25,0.5406
26,0.5404
27,0.5415
28,0.5409
29,0.5447
30,0.5471
31,0.5482
32,0.5462
33,0.5443
34,0.5434
35,0.5437
36,0.5422
37,0.5445
38,0.5422
39,0.5434
40,0.5467
41,0.5484
42,0.5512
43,0.5514
44,0.5486
45,0.5471
46,0.5482
47,0.5465
48,0.5454
49,0.5332
50,0.5309
