Round,Accuracy
0,0.092
1,0.2994
2,0.7276
3,0.8016
4,0.8221
5,0.8386
6,0.8407
7,0.8502
8,0.8547
9,0.8539
10,0.8563
11,0.8565
12,0.8564
13,0.859
14,0.8598
15,0.8612
16,0.861
17,0.8606
18,0.8612
19,0.8643
20,0.8623
21,0.8613
22,0.8635
23,0.8631
24,0.8638
25,0.8637
26,0.8652
27,0.8631
28,0.8646
29,0.8637
30,0.866
31,0.8647
32,0.8639
33,0.8649
34,0.8645
35,0.8644
36,0.8671
37,0.8644
38,0.8633
39,0.8633
40,0.8639
41,0.8602
42,0.8644
43,0.8627
44,0.863
45,0.8631
46,0.8626
47,0.8632
48,0.8637
49,0.8643
50,0.8649
