Round,Accuracy
0,0.0983
1,0.1157
2,0.1591
3,0.1713
4,0.1732
5,0.1628
6,0.166
7,0.1591
8,0.1441
9,0.1314
10,0.1344
11,0.1536
12,0.1657
13,0.1689
14,0.1541
15,0.1435
16,0.1478
17,0.1535
18,0.1437
19,0.135
20,0.1389
21,0.1454
22,0.1427
23,0.135
24,0.1455
25,0.1601
26,0.1714
27,0.1835
28,0.1845
29,0.1861
30,0.1681
31,0.1387
32,0.1751
33,0.198
34,0.2042
35,0.2105
36,0.2196
37,0.2235
38,0.2269
39,0.2242
40,0.2207
41,0.2152
42,0.2058
43,0.2023
44,0.2036
45,0.2156
46,0.2319
47,0.2338
48,0.2314
49,0.2356
50,0.2474
