Round,Accuracy
0,0.1056
1,0.1281
2,0.0974
3,0.0982
4,0.0892
5,0.0974
6,0.1009
7,0.1011
8,0.0974
9,0.109
10,0.102
11,0.2052
12,0.1787
13,0.0997
14,0.1661
15,0.1086
16,0.1733
17,0.2282
18,0.118
19,0.3359
20,0.187
21,0.2177
22,0.1952
23,0.1521
24,0.2849
25,0.2329
26,0.3034
27,0.3864
28,0.2644
29,0.1566
30,0.4946
31,0.5303
32,0.3846
33,0.344
34,0.4654
35,0.5304
36,0.3775
37,0.5041
38,0.5389
39,0.5753
40,0.4758
41,0.5392
42,0.6274
43,0.6707
44,0.6064
45,0.514
46,0.541
47,0.7166
48,0.7123
49,0.713
50,0.6527
