Round,Accuracy
0,0.2351
1,0.7649
2,0.7649
3,0.7691
4,0.7775
5,0.7889
6,0.7909
7,0.7982
8,0.7959
9,0.8002
10,0.8012
11,0.8044
12,0.8035
13,0.8073
14,0.8082
15,0.8124
16,0.8135
17,0.8202
18,0.8257
19,0.822
20,0.8328
21,0.8257
22,0.8356
23,0.8313
24,0.8406
25,0.8314
26,0.8415
27,0.8313
28,0.8408
29,0.8356
30,0.8379
31,0.8356
32,0.8443
33,0.8242
34,0.8491
35,0.8131
36,0.8517
37,0.8019
38,0.8528
39,0.8012
40,0.8465
41,0.8133
42,0.85
43,0.8013
44,0.8514
45,0.8035
46,0.8466
47,0.8108
48,0.8503
49,0.8025
50,0.8437
