Round,Accuracy
0,0.016
1,0.0089
2,0.01
3,0.012
4,0.009
5,0.01
6,0.0098
7,0.01
8,0.0095
9,0.0079
10,0.0139
11,0.01
12,0.01
13,0.0101
14,0.0106
15,0.01
16,0.0104
17,0.01
18,0.01
19,0.01
20,0.01
21,0.01
22,0.01
23,0.01
24,0.01
25,0.01
26,0.01
27,0.0101
28,0.0101
29,0.0101
30,0.0099
31,0.0108
32,0.0102
33,0.0102
34,0.0108
35,0.0098
36,0.0096
37,0.0097
38,0.0103
39,0.0109
40,0.01
41,0.0121
42,0.0112
43,0.0091
44,0.0094
45,0.009
46,0.0093
47,0.0091
48,0.0091
49,0.0099
50,0.0104
