Round,Avg Accuracy,Std Accuracy
0,0.1318,0.0000
1,0.6378,0.0000
2,0.7422,0.0000
3,0.9326,0.0000
4,0.9382,0.0000
5,0.9500,0.0000
6,0.9667,0.0000
7,0.9758,0.0000
8,0.9782,0.0000
9,0.9789,0.0000
10,0.9809,0.0000
11,0.9809,0.0000
12,0.9832,0.0000
13,0.9826,0.0000
14,0.9838,0.0000
15,0.9856,0.0000
16,0.9853,0.0000
17,0.9857,0.0000
18,0.9858,0.0000
19,0.9854,0.0000
20,0.9856,0.0000
21,0.9854,0.0000
22,0.9854,0.0000
23,0.9859,0.0000
24,0.9859,0.0000
25,0.9855,0.0000
26,0.9854,0.0000
27,0.9845,0.0000
28,0.9838,0.0000
29,0.9836,0.0000
30,0.9840,0.0000
31,0.9840,0.0000
32,0.9834,0.0000
33,0.9842,0.0000
34,0.9846,0.0000
35,0.9838,0.0000
36,0.9840,0.0000
37,0.9837,0.0000
38,0.9843,0.0000
39,0.9857,0.0000
40,0.9863,0.0000
41,0.9860,0.0000
42,0.9865,0.0000
43,0.9865,0.0000
44,0.9863,0.0000
45,0.9871,0.0000
46,0.9871,0.0000
47,0.9870,0.0000
48,0.9860,0.0000
49,0.9873,0.0000
50,0.9874,0.0000
