Round,Avg Accuracy,Std Accuracy
0,0.1017,0.0119
1,0.9399,0.0126
2,0.9809,0.0005
3,0.9848,0.0001
4,0.9870,0.0003
5,0.9879,0.0002
6,0.9883,0.0002
7,0.9892,0.0001
8,0.9895,0.0000
9,0.9895,0.0004
10,0.9896,0.0005
11,0.9898,0.0004
12,0.9900,0.0003
13,0.9904,0.0004
14,0.9900,0.0006
15,0.9902,0.0004
16,0.9904,0.0002
17,0.9902,0.0004
18,0.9905,0.0005
19,0.9905,0.0006
20,0.9906,0.0003
21,0.9907,0.0005
22,0.9905,0.0006
23,0.9903,0.0006
24,0.9907,0.0005
25,0.9908,0.0005
26,0.9910,0.0004
27,0.9907,0.0007
28,0.9907,0.0005
29,0.9909,0.0006
30,0.9912,0.0004
31,0.9909,0.0004
32,0.9906,0.0005
33,0.9908,0.0002
34,0.9910,0.0005
35,0.9908,0.0005
36,0.9908,0.0003
37,0.9910,0.0002
38,0.9910,0.0005
39,0.9911,0.0006
40,0.9911,0.0005
41,0.9911,0.0006
42,0.9908,0.0006
43,0.9909,0.0006
44,0.9909,0.0006
45,0.9908,0.0004
46,0.9908,0.0005
47,0.9906,0.0006
48,0.9908,0.0004
49,0.9909,0.0004
50,0.9908,0.0006
