Round,Avg Accuracy,Std Accuracy
0,0.1001,0.0121
1,0.8266,0.0311
2,0.9643,0.0024
3,0.9757,0.0009
4,0.9801,0.0002
5,0.9833,0.0002
6,0.9851,0.0006
7,0.9866,0.0003
8,0.9872,0.0006
9,0.9878,0.0005
10,0.9882,0.0004
11,0.9885,0.0002
12,0.9889,0.0004
13,0.9893,0.0004
14,0.9895,0.0005
15,0.9896,0.0007
16,0.9899,0.0007
17,0.9899,0.0007
18,0.9901,0.0006
19,0.9903,0.0004
20,0.9902,0.0004
21,0.9903,0.0004
22,0.9902,0.0004
23,0.9901,0.0004
24,0.9903,0.0004
25,0.9902,0.0004
26,0.9904,0.0004
27,0.9903,0.0004
28,0.9905,0.0003
29,0.9905,0.0003
30,0.9904,0.0004
31,0.9905,0.0006
32,0.9906,0.0005
33,0.9907,0.0004
34,0.9907,0.0005
35,0.9907,0.0004
36,0.9908,0.0005
37,0.9907,0.0003
38,0.9907,0.0004
39,0.9907,0.0004
40,0.9907,0.0005
41,0.9908,0.0006
42,0.9908,0.0006
43,0.9910,0.0006
44,0.9910,0.0006
45,0.9909,0.0005
46,0.9911,0.0006
47,0.9910,0.0006
48,0.9909,0.0004
49,0.9909,0.0005
50,0.9908,0.0004
