Round,Avg Accuracy,Std Accuracy
0,0.0807,0.0188
1,0.9252,0.0067
2,0.9799,0.0016
3,0.9838,0.0011
4,0.9853,0.0009
5,0.9863,0.0009
6,0.9867,0.0004
7,0.9873,0.0004
8,0.9877,0.0002
9,0.9880,0.0002
10,0.9879,0.0003
11,0.9881,0.0002
12,0.9887,0.0002
13,0.9883,0.0002
14,0.9888,0.0004
15,0.9890,0.0000
16,0.9889,0.0003
17,0.9887,0.0002
18,0.9890,0.0005
19,0.9891,0.0003
20,0.9890,0.0003
21,0.9890,0.0001
22,0.9890,0.0001
23,0.9884,0.0002
24,0.9892,0.0003
25,0.9895,0.0001
26,0.9897,0.0002
27,0.9895,0.0003
28,0.9893,0.0004
29,0.9895,0.0004
30,0.9893,0.0001
31,0.9894,0.0001
32,0.9896,0.0001
33,0.9896,0.0001
34,0.9895,0.0000
35,0.9898,0.0003
36,0.9898,0.0003
37,0.9894,0.0002
38,0.9894,0.0003
39,0.9896,0.0004
40,0.9892,0.0002
41,0.9895,0.0002
42,0.9894,0.0003
43,0.9894,0.0004
44,0.9894,0.0002
45,0.9894,0.0005
46,0.9894,0.0005
47,0.9894,0.0005
48,0.9893,0.0005
49,0.9894,0.0005
50,0.9895,0.0005
