Round,Avg Accuracy,Std Accuracy
0,0.1225,0.0143
1,0.9332,0.0090
2,0.9761,0.0011
3,0.9774,0.0015
4,0.9781,0.0012
5,0.9786,0.0007
6,0.9789,0.0014
7,0.9790,0.0005
8,0.9796,0.0007
9,0.9797,0.0013
10,0.9791,0.0012
11,0.9790,0.0016
12,0.9791,0.0015
13,0.9786,0.0012
14,0.9788,0.0010
15,0.9775,0.0017
16,0.9784,0.0005
17,0.9780,0.0014
18,0.9788,0.0007
19,0.9785,0.0007
20,0.9773,0.0011
21,0.9777,0.0004
22,0.9769,0.0011
23,0.9767,0.0013
24,0.9762,0.0012
25,0.9759,0.0011
26,0.9752,0.0012
27,0.9759,0.0012
28,0.9755,0.0007
29,0.9743,0.0014
30,0.9746,0.0017
31,0.9747,0.0012
32,0.9753,0.0007
33,0.9747,0.0001
34,0.9751,0.0008
35,0.9745,0.0010
36,0.9747,0.0014
37,0.9738,0.0008
38,0.9740,0.0005
39,0.9743,0.0010
40,0.9739,0.0008
41,0.9740,0.0004
42,0.9746,0.0013
43,0.9741,0.0004
44,0.9739,0.0009
45,0.9738,0.0008
46,0.9736,0.0004
47,0.9744,0.0008
48,0.9743,0.0004
49,0.9738,0.0006
50,0.9730,0.0002
