Round,Accuracy
0,0.0
1,0.3862
2,0.1437
3,0.1834
4,0.4822
5,0.4822
6,0.4822
7,0.4822
8,0.483
9,0.4028
10,0.4903
11,0.528
12,0.5011
13,0.4142
14,0.4553
15,0.5144
16,0.5282
17,0.5043
18,0.5049
19,0.5067
20,0.4703
21,0.477
22,0.4744
23,0.488
24,0.4819
25,0.4935
26,0.5084
27,0.5108
28,0.508
29,0.5108
30,0.4935
31,0.4983
32,0.4996
33,0.4981
34,0.4998
35,0.5047
36,0.5213
37,0.5148
38,0.5071
39,0.4914
40,0.4978
41,0.4877
42,0.4854
43,0.497
44,0.4912
45,0.5011
46,0.4987
47,0.5105
48,0.5045
49,0.5133
50,0.5131
