Round,Accuracy
0,0.1
1,0.1665
2,0.2088
3,0.2767
4,0.2794
5,0.2721
6,0.2772
7,0.2823
8,0.2873
9,0.296
10,0.3017
11,0.3025
12,0.301
13,0.3022
14,0.3082
15,0.3065
16,0.3038
17,0.3046
18,0.3076
19,0.3089
20,0.3119
21,0.3122
22,0.3125
23,0.3138
24,0.3145
25,0.3156
26,0.319
27,0.323
28,0.3252
29,0.3224
30,0.3174
31,0.3155
32,0.3156
33,0.3179
34,0.3191
35,0.3244
36,0.3246
37,0.3235
38,0.3203
39,0.3169
40,0.3167
41,0.3179
42,0.3214
43,0.3235
44,0.3249
45,0.3263
46,0.3256
47,0.3231
48,0.3206
49,0.3171
50,0.3132
