Round,Avg Accuracy,Std Accuracy
0,0.0693,0.0713
1,0.4822,0.0000
2,0.1834,0.0000
3,0.4822,0.0000
4,0.3826,0.1409
5,0.4822,0.0000
6,0.2830,0.1409
7,0.4822,0.0000
8,0.1834,0.0000
9,0.4822,0.0000
10,0.2830,0.1409
11,0.4822,0.0000
12,0.1834,0.0000
13,0.4822,0.0000
14,0.3822,0.1406
15,0.4822,0.0000
16,0.3632,0.1294
17,0.4822,0.0000
18,0.3196,0.1234
19,0.4822,0.0000
20,0.3760,0.1362
21,0.4822,0.0000
22,0.3262,0.1194
23,0.4822,0.0000
24,0.2903,0.0667
25,0.4823,0.0002
26,0.3497,0.1393
27,0.4859,0.0052
28,0.4144,0.0835
29,0.4833,0.0015
30,0.3828,0.0992
31,0.4834,0.0016
32,0.4820,0.0176
33,0.4886,0.0077
34,0.4377,0.0785
35,0.4886,0.0091
36,0.4846,0.0040
37,0.4860,0.0053
38,0.4270,0.0453
39,0.4836,0.0016
40,0.3978,0.0685
41,0.4845,0.0014
42,0.4627,0.0269
43,0.4866,0.0027
44,0.4432,0.0334
45,0.4870,0.0046
46,0.4178,0.0535
47,0.4893,0.0037
48,0.4358,0.0498
49,0.4981,0.0120
50,0.4843,0.0116
