Round,Accuracy
0,0.1038
1,0.3064
2,0.7923
3,0.8476
4,0.8726
5,0.8966
6,0.9266
7,0.9526
8,0.9711
9,0.9798
10,0.9817
11,0.9819
12,0.9813
13,0.9819
14,0.9823
15,0.983
16,0.9839
17,0.9839
18,0.9845
19,0.9851
20,0.9859
21,0.9861
22,0.9864
23,0.9863
24,0.9864
25,0.9868
26,0.987
27,0.9869
28,0.9868
29,0.9872
30,0.9878
31,0.9882
32,0.9883
33,0.9878
34,0.9878
35,0.9877
36,0.9879
37,0.9882
38,0.9886
39,0.9888
40,0.989
41,0.9891
42,0.9891
43,0.9891
44,0.9893
45,0.9894
46,0.9891
47,0.989
48,0.9894
49,0.9892
50,0.9893
