Round,Accuracy
0,0.2351
1,0.7649
2,0.7649
3,0.7732
4,0.2351
5,0.8151
6,0.7649
7,0.7649
8,0.7649
9,0.7686
10,0.7903
11,0.8296
12,0.8159
13,0.8122
14,0.7855
15,0.7711
16,0.7715
17,0.7807
18,0.8144
19,0.8368
20,0.7926
21,0.8462
22,0.7855
23,0.8173
24,0.7892
25,0.8313
26,0.8217
27,0.8323
28,0.817
29,0.8359
30,0.8316
31,0.8374
32,0.83
33,0.8434
34,0.8236
35,0.8371
36,0.8435
37,0.8443
38,0.8139
39,0.842
40,0.8458
41,0.8458
42,0.8391
43,0.8369
44,0.8449
45,0.848
46,0.8457
47,0.8339
48,0.8357
49,0.8429
50,0.8574
