Round,Accuracy
0,0.0954
1,0.3499
2,0.3772
3,0.6123
4,0.61
5,0.7248
6,0.6919
7,0.7652
8,0.7414
9,0.7905
10,0.7412
11,0.7882
12,0.7659
13,0.8044
14,0.7702
15,0.8112
16,0.7971
17,0.8155
18,0.8124
19,0.8201
20,0.8129
21,0.8245
22,0.8116
23,0.8196
24,0.8125
25,0.8248
26,0.8238
27,0.8253
28,0.816
29,0.8238
30,0.8141
31,0.8313
32,0.8169
33,0.8287
34,0.8222
35,0.8341
36,0.8329
37,0.8342
38,0.8375
39,0.8402
40,0.8341
41,0.8396
42,0.8342
43,0.8378
44,0.8351
45,0.8376
46,0.8275
47,0.8386
48,0.8317
49,0.8355
50,0.8367
