Round,Accuracy
0,0.1033
1,0.1994
2,0.2683
3,0.2757
4,0.4007
5,0.4576
6,0.4701
7,0.4587
8,0.4693
9,0.5491
10,0.5716
11,0.6384
12,0.621
13,0.649
14,0.5503
15,0.6026
16,0.6282
17,0.7023
18,0.7231
19,0.7151
20,0.6754
21,0.7159
22,0.7195
23,0.7471
24,0.726
25,0.752
26,0.7179
27,0.7519
28,0.7306
29,0.763
30,0.7382
31,0.7651
32,0.7534
33,0.7769
34,0.7461
35,0.7918
36,0.757
37,0.7923
38,0.752
39,0.7961
40,0.7606
41,0.7958
42,0.7656
43,0.7991
44,0.7644
45,0.795
46,0.7881
47,0.7922
48,0.7836
49,0.7925
50,0.7845
