Round,Accuracy
0,0.0658
1,0.5875
2,0.8012
3,0.7391
4,0.9413
5,0.956
6,0.9641
7,0.9679
8,0.9693
9,0.974
10,0.9787
11,0.9803
12,0.9811
13,0.9812
14,0.9829
15,0.9821
16,0.9818
17,0.9814
18,0.9819
19,0.9833
20,0.9828
21,0.9826
22,0.9827
23,0.9837
24,0.9845
25,0.9843
26,0.9825
27,0.9832
28,0.9834
29,0.9841
30,0.9846
31,0.9834
32,0.9844
33,0.9839
34,0.9829
35,0.9837
36,0.9852
37,0.9861
38,0.9855
39,0.9848
40,0.9843
41,0.984
42,0.9846
43,0.9858
44,0.9861
45,0.9853
46,0.9836
47,0.9831
48,0.984
49,0.9851
50,0.9848
