Round,Accuracy
0,0.0987
1,0.1745
2,0.4056
3,0.4329
4,0.4395
5,0.432
6,0.4237
7,0.4193
8,0.4156
9,0.4144
10,0.414
11,0.4099
12,0.4075
13,0.4048
14,0.4056
15,0.4053
16,0.4035
17,0.4056
18,0.4045
19,0.4044
20,0.404
21,0.4018
22,0.4029
23,0.4023
24,0.4011
25,0.3999
26,0.3989
27,0.4
28,0.3991
29,0.3994
30,0.3981
31,0.3975
32,0.3968
33,0.3979
34,0.3975
35,0.3952
36,0.3949
37,0.3953
38,0.3943
39,0.3954
40,0.3944
41,0.3954
42,0.3946
43,0.3931
44,0.3934
45,0.394
46,0.3911
47,0.3921
48,0.391
49,0.3912
50,0.3912
