Round,Accuracy
0,0.1178
1,0.3585
2,0.4576
3,0.5281
4,0.6265
5,0.6732
6,0.6946
7,0.7122
8,0.7383
9,0.7567
10,0.7682
11,0.783
12,0.7937
13,0.8006
14,0.8099
15,0.8158
16,0.8187
17,0.826
18,0.8275
19,0.8293
20,0.8368
21,0.8386
22,0.8421
23,0.8423
24,0.8434
25,0.846
26,0.8471
27,0.8494
28,0.8509
29,0.8526
30,0.8555
31,0.8572
32,0.8584
33,0.8581
34,0.8575
35,0.8586
36,0.8605
37,0.8603
38,0.8606
39,0.8618
40,0.8644
41,0.8639
42,0.8645
43,0.8646
44,0.8639
45,0.8627
46,0.8638
47,0.864
48,0.8631
49,0.8655
50,0.8638
