Round,Avg Accuracy,Std Accuracy
0,0.1399,0.0333
1,0.4822,0.0000
2,0.3372,0.1012
3,0.4822,0.0000
4,0.4902,0.0267
5,0.4956,0.0047
6,0.5016,0.0500
7,0.5071,0.0023
8,0.5336,0.0124
9,0.5167,0.0068
10,0.5118,0.0588
11,0.5239,0.0178
12,0.4835,0.0238
13,0.5158,0.0131
14,0.4688,0.0617
15,0.5176,0.0025
16,0.4524,0.0217
17,0.5142,0.0060
18,0.4077,0.0207
19,0.5111,0.0051
20,0.4302,0.0274
21,0.5177,0.0031
22,0.4624,0.0258
23,0.5204,0.0015
24,0.4230,0.0258
25,0.5215,0.0023
26,0.4465,0.0298
27,0.5284,0.0028
28,0.4394,0.0206
29,0.5284,0.0048
30,0.4279,0.0169
31,0.5208,0.0043
32,0.4526,0.0111
33,0.5209,0.0028
34,0.4557,0.0078
35,0.5295,0.0077
36,0.4753,0.0112
37,0.5352,0.0097
38,0.4735,0.0048
39,0.5331,0.0092
40,0.4635,0.0211
41,0.5302,0.0111
42,0.4600,0.0416
43,0.5332,0.0035
44,0.4684,0.0266
45,0.5336,0.0044
46,0.4596,0.0402
47,0.5332,0.0073
48,0.4735,0.0341
49,0.5361,0.0036
50,0.4793,0.0171
