Round,Avg Accuracy,Std Accuracy
0,0.0702,0.0529
1,0.4822,0.0000
2,0.4822,0.0000
3,0.4822,0.0000
4,0.4906,0.0044
5,0.4869,0.0047
6,0.5139,0.0066
7,0.5069,0.0027
8,0.5457,0.0114
9,0.5189,0.0153
10,0.5453,0.0180
11,0.5276,0.0075
12,0.5703,0.0018
13,0.5438,0.0056
14,0.5601,0.0123
15,0.5499,0.0014
16,0.5641,0.0101
17,0.5566,0.0123
18,0.5703,0.0080
19,0.5598,0.0117
20,0.5669,0.0064
21,0.5596,0.0127
22,0.5599,0.0082
23,0.5557,0.0087
24,0.5681,0.0012
25,0.5693,0.0010
26,0.5519,0.0163
27,0.5271,0.0504
28,0.5584,0.0123
29,0.5639,0.0028
30,0.5659,0.0027
31,0.5597,0.0086
32,0.5681,0.0044
33,0.5682,0.0032
34,0.5667,0.0041
35,0.5664,0.0048
36,0.5691,0.0018
37,0.5679,0.0051
38,0.5677,0.0045
39,0.5652,0.0006
40,0.5715,0.0029
41,0.5663,0.0012
42,0.5681,0.0021
43,0.5724,0.0024
44,0.5666,0.0033
45,0.5676,0.0063
46,0.5656,0.0022
47,0.5655,0.0047
48,0.5642,0.0035
49,0.5666,0.0016
50,0.5646,0.0030
