Round,Avg Accuracy,Std Accuracy
0,0.0979,0.0032
1,0.2432,0.0431
2,0.1244,0.0214
3,0.1000,0.0000
4,0.1007,0.0010
5,0.1092,0.0131
6,0.1226,0.0319
7,0.1296,0.0419
8,0.1218,0.0308
9,0.1160,0.0226
10,0.1254,0.0359
11,0.1371,0.0525
12,0.1462,0.0653
13,0.1590,0.0834
14,0.1766,0.1083
15,0.1902,0.1276
16,0.2013,0.1433
17,0.2046,0.1479
18,0.2022,0.1445
19,0.2034,0.1462
20,0.2064,0.1505
21,0.2113,0.1574
22,0.2156,0.1635
23,0.2236,0.1748
24,0.2297,0.1834
25,0.2285,0.1818
26,0.2273,0.1800
27,0.2255,0.1774
28,0.2267,0.1791
29,0.2291,0.1826
30,0.2323,0.1871
31,0.2351,0.1911
32,0.2366,0.1932
33,0.2379,0.1950
34,0.2421,0.2010
35,0.2439,0.2035
36,0.2456,0.2059
37,0.2470,0.2078
38,0.2473,0.2083
39,0.2492,0.2110
40,0.2506,0.2129
41,0.2534,0.2169
42,0.2535,0.2171
43,0.2557,0.2202
44,0.2563,0.2210
45,0.2559,0.2205
46,0.2549,0.2191
47,0.2580,0.2234
48,0.2613,0.2281
49,0.2623,0.2296
50,0.2590,0.2249
