Round,Avg Accuracy,Std Accuracy
0,0.1031,0.0000
1,0.2133,0.0000
2,0.5758,0.0000
3,0.6239,0.0000
4,0.6478,0.0000
5,0.6609,0.0000
6,0.6753,0.0000
7,0.6829,0.0000
8,0.6919,0.0000
9,0.6920,0.0000
10,0.6949,0.0000
11,0.6958,0.0000
12,0.7017,0.0000
13,0.7066,0.0000
14,0.7027,0.0000
15,0.7065,0.0000
16,0.7009,0.0000
17,0.7057,0.0000
18,0.7034,0.0000
19,0.7061,0.0000
20,0.7088,0.0000
21,0.7078,0.0000
22,0.7099,0.0000
23,0.7120,0.0000
24,0.7108,0.0000
25,0.7127,0.0000
26,0.7157,0.0000
27,0.7163,0.0000
28,0.7106,0.0000
29,0.7148,0.0000
30,0.7129,0.0000
31,0.7137,0.0000
32,0.7158,0.0000
33,0.7153,0.0000
34,0.7208,0.0000
35,0.7165,0.0000
36,0.7142,0.0000
37,0.7169,0.0000
38,0.7145,0.0000
39,0.7170,0.0000
40,0.7173,0.0000
41,0.7205,0.0000
42,0.7164,0.0000
43,0.7184,0.0000
44,0.7179,0.0000
45,0.7197,0.0000
46,0.7181,0.0000
47,0.7208,0.0000
48,0.7229,0.0000
49,0.7182,0.0000
50,0.7165,0.0000
