Round,Avg Accuracy,Std Accuracy
0,0.1055,0.0000
1,0.1158,0.0000
2,0.3383,0.0000
3,0.4713,0.0000
4,0.5431,0.0000
5,0.5811,0.0000
6,0.5996,0.0000
7,0.6071,0.0000
8,0.6130,0.0000
9,0.6126,0.0000
10,0.6135,0.0000
11,0.6073,0.0000
12,0.6036,0.0000
13,0.6000,0.0000
14,0.6056,0.0000
15,0.6051,0.0000
16,0.6073,0.0000
17,0.6114,0.0000
18,0.6149,0.0000
19,0.6144,0.0000
20,0.6190,0.0000
21,0.6211,0.0000
22,0.6251,0.0000
23,0.6286,0.0000
24,0.6305,0.0000
25,0.6343,0.0000
26,0.6357,0.0000
27,0.6398,0.0000
28,0.6464,0.0000
29,0.6511,0.0000
30,0.6551,0.0000
31,0.6565,0.0000
32,0.6606,0.0000
33,0.6628,0.0000
34,0.6638,0.0000
35,0.6651,0.0000
36,0.6696,0.0000
37,0.6719,0.0000
38,0.6725,0.0000
39,0.6753,0.0000
40,0.6778,0.0000
41,0.6786,0.0000
42,0.6812,0.0000
43,0.6803,0.0000
44,0.6814,0.0000
45,0.6855,0.0000
46,0.6897,0.0000
47,0.6886,0.0000
48,0.6900,0.0000
49,0.6894,0.0000
50,0.6906,0.0000
