Round,Avg Accuracy,Std Accuracy
0,0.0986,0.0019
1,0.2153,0.0264
2,0.2644,0.0155
3,0.4660,0.0041
4,0.5227,0.0060
5,0.5707,0.0060
6,0.5875,0.0020
7,0.6101,0.0041
8,0.6226,0.0064
9,0.6360,0.0083
10,0.6430,0.0054
11,0.6524,0.0031
12,0.6600,0.0056
13,0.6658,0.0047
14,0.6678,0.0042
15,0.6715,0.0043
16,0.6745,0.0071
17,0.6806,0.0046
18,0.6806,0.0038
19,0.6840,0.0032
20,0.6871,0.0051
21,0.6854,0.0062
22,0.6893,0.0061
23,0.6930,0.0067
24,0.6945,0.0063
25,0.6972,0.0049
26,0.6984,0.0043
27,0.6988,0.0062
28,0.7026,0.0036
29,0.7001,0.0037
30,0.7000,0.0042
31,0.7047,0.0059
32,0.7041,0.0042
33,0.7057,0.0032
34,0.7085,0.0042
35,0.7077,0.0038
36,0.7098,0.0044
37,0.7088,0.0064
38,0.7092,0.0041
39,0.7106,0.0053
40,0.7119,0.0047
41,0.7131,0.0043
42,0.7148,0.0033
43,0.7152,0.0033
44,0.7150,0.0049
45,0.7176,0.0053
46,0.7147,0.0027
47,0.7130,0.0059
48,0.7161,0.0061
49,0.7161,0.0067
50,0.7160,0.0044
