Round,Accuracy
0,0.1
1,0.1758
2,0.1763
3,0.1761
4,0.2123
5,0.2226
6,0.2409
7,0.2406
8,0.2478
9,0.2538
10,0.2594
11,0.2688
12,0.273
13,0.2705
14,0.2724
15,0.2416
16,0.242
17,0.2253
18,0.2541
19,0.2435
20,0.2505
21,0.241
22,0.2593
23,0.2451
24,0.2598
25,0.2549
26,0.269
27,0.2627
28,0.2727
29,0.2485
30,0.2628
31,0.2471
32,0.2647
33,0.252
34,0.2604
35,0.2505
36,0.2724
37,0.2685
38,0.2674
39,0.2543
40,0.2665
41,0.2599
42,0.266
43,0.2547
44,0.2707
45,0.254
46,0.2664
47,0.2584
48,0.2706
49,0.2593
50,0.2568
