Round,Accuracy
0,0.232
1,0.7649
2,0.7689
3,0.7732
4,0.7981
5,0.8027
6,0.8118
7,0.8098
8,0.8216
9,0.8158
10,0.8263
11,0.819
12,0.8283
13,0.8201
14,0.8322
15,0.8153
16,0.8326
17,0.8148
18,0.8316
19,0.8236
20,0.8326
21,0.8299
22,0.8308
23,0.8303
24,0.8353
25,0.8254
26,0.8455
27,0.8181
28,0.8521
29,0.8035
30,0.8552
31,0.7929
32,0.8552
33,0.7933
34,0.8517
35,0.7995
36,0.8512
37,0.8072
38,0.8538
39,0.8002
40,0.854
41,0.7958
42,0.8557
43,0.7963
44,0.8537
45,0.7972
46,0.8538
47,0.7984
48,0.8508
49,0.7958
50,0.8515
